;domain;date;name;serving_time;level;nutrition;allergens;tags;ingredient
3;de;5/18;Spaghetti mit Räucherforelle und Kerbel in cremiger Sauce mit Lauch und Zitrone;20 bis 30 Minuten;einfach;Kalorien 915kcal, Fett 39.5g, Eiweiß 35.3g, Kohlenhydrate 100.5g;Milch, Fisch, Gluten und Eier. Kann Spuren von anderen Allergenen enthalten.;['UNTER 30MIN.', 'FISCH'];Geräuchertes Forellenfilet
4;de;5/18;Spaghetti mit Räucherforelle und Kerbel in cremiger Sauce mit Lauch und Zitrone;20 bis 30 Minuten;einfach;Kalorien 915kcal, Fett 39.5g, Eiweiß 35.3g, Kohlenhydrate 100.5g;Milch, Fisch, Gluten und Eier. Kann Spuren von anderen Allergenen enthalten.;['UNTER 30MIN.', 'FISCH'];Knoblauch
5;de;5/18;Spaghetti mit Räucherforelle und Kerbel in cremiger Sauce mit Lauch und Zitrone;20 bis 30 Minuten;einfach;Kalorien 915kcal, Fett 39.5g, Eiweiß 35.3g, Kohlenhydrate 100.5g;Milch, Fisch, Gluten und Eier. Kann Spuren von anderen Allergenen enthalten.;['UNTER 30MIN.', 'FISCH'];Lauch
6;de;5/18;Spaghetti mit Räucherforelle und Kerbel in cremiger Sauce mit Lauch und Zitrone;20 bis 30 Minuten;einfach;Kalorien 915kcal, Fett 39.5g, Eiweiß 35.3g, Kohlenhydrate 100.5g;Milch, Fisch, Gluten und Eier. Kann Spuren von anderen Allergenen enthalten.;['UNTER 30MIN.', 'FISCH'];Spaghetti
0;de;5/18;Cremige Käse-Fettuccine mit Mais und Kirschtomaten;20 bis 30 Minuten;einfach;Kalorien 957kcal, Fett 52.3g, Eiweiß 36.9g, Kohlenhydrate 77.6g;Milch, Eier und Gluten. Kann Spuren von anderen Allergenen enthalten.;['VEGETARISCH', 'UNTER 30MIN.', 'FAMILIENFREUNDLICH'];Geriebener Gouda
1;de;5/18;Cremige Käse-Fettuccine mit Mais und Kirschtomaten;20 bis 30 Minuten;einfach;Kalorien 957kcal, Fett 52.3g, Eiweiß 36.9g, Kohlenhydrate 77.6g;Milch, Eier und Gluten. Kann Spuren von anderen Allergenen enthalten.;['VEGETARISCH', 'UNTER 30MIN.', 'FAMILIENFREUNDLICH'];Crème fraîche
2;de;5/18;Cremige Käse-Fettuccine mit Mais und Kirschtomaten;20 bis 30 Minuten;einfach;Kalorien 957kcal, Fett 52.3g, Eiweiß 36.9g, Kohlenhydrate 77.6g;Milch, Eier und Gluten. Kann Spuren von anderen Allergenen enthalten.;['VEGETARISCH', 'UNTER 30MIN.', 'FAMILIENFREUNDLICH'];Kürbiskerne
3;de;5/18;Cremige Käse-Fettuccine mit Mais und Kirschtomaten;20 bis 30 Minuten;einfach;Kalorien 957kcal, Fett 52.3g, Eiweiß 36.9g, Kohlenhydrate 77.6g;Milch, Eier und Gluten. Kann Spuren von anderen Allergenen enthalten.;['VEGETARISCH', 'UNTER 30MIN.', 'FAMILIENFREUNDLICH'];Frische Lasagneblätter
4;de;5/18;Cremige Käse-Fettuccine mit Mais und Kirschtomaten;20 bis 30 Minuten;einfach;Kalorien 957kcal, Fett 52.3g, Eiweiß 36.9g, Kohlenhydrate 77.6g;Milch, Eier und Gluten. Kann Spuren von anderen Allergenen enthalten.;['VEGETARISCH', 'UNTER 30MIN.', 'FAMILIENFREUNDLICH'];Frisches Basilikum & Dill
5;de;5/18;Cremige Käse-Fettuccine mit Mais und Kirschtomaten;20 bis 30 Minuten;einfach;Kalorien 957kcal, Fett 52.3g, Eiweiß 36.9g, Kohlenhydrate 77.6g;Milch, Eier und Gluten. Kann Spuren von anderen Allergenen enthalten.;['VEGETARISCH', 'UNTER 30MIN.', 'FAMILIENFREUNDLICH'];Knoblauch
6;de;5/18;Cremige Käse-Fettuccine mit Mais und Kirschtomaten;20 bis 30 Minuten;einfach;Kalorien 957kcal, Fett 52.3g, Eiweiß 36.9g, Kohlenhydrate 77.6g;Milch, Eier und Gluten. Kann Spuren von anderen Allergenen enthalten.;['VEGETARISCH', 'UNTER 30MIN.', 'FAMILIENFREUNDLICH'];Lauchzwiebel
7;de;5/18;Cremige Käse-Fettuccine mit Mais und Kirschtomaten;20 bis 30 Minuten;einfach;Kalorien 957kcal, Fett 52.3g, Eiweiß 36.9g, Kohlenhydrate 77.6g;Milch, Eier und Gluten. Kann Spuren von anderen Allergenen enthalten.;['VEGETARISCH', 'UNTER 30MIN.', 'FAMILIENFREUNDLICH'];Kirschtomaten
8;de;5/18;Cremige Käse-Fettuccine mit Mais und Kirschtomaten;20 bis 30 Minuten;einfach;Kalorien 957kcal, Fett 52.3g, Eiweiß 36.9g, Kohlenhydrate 77.6g;Milch, Eier und Gluten. Kann Spuren von anderen Allergenen enthalten.;['VEGETARISCH', 'UNTER 30MIN.', 'FAMILIENFREUNDLICH'];Mais
0;de;5/18;Knackiger Superfood-Salat mit Quinoa, Kokos und Cranberrys;30 bis 40 Minuten;einfach;Kalorien 733kcal, Fett 28.1g, Eiweiß 22.3g, Kohlenhydrate 88.9g;Schwefeldioxid und Sulphite. Kann Spuren von anderen Allergenen enthalten.;['VEGAN', 'GLUTENARM', 'OHNE MILCHPRODUKTE', 'FIT & GESUND'];Gemischter Salat
1;de;5/18;Knackiger Superfood-Salat mit Quinoa, Kokos und Cranberrys;30 bis 40 Minuten;einfach;Kalorien 733kcal, Fett 28.1g, Eiweiß 22.3g, Kohlenhydrate 88.9g;Schwefeldioxid und Sulphite. Kann Spuren von anderen Allergenen enthalten.;['VEGAN', 'GLUTENARM', 'OHNE MILCHPRODUKTE', 'FIT & GESUND'];Getrocknete Cranberrys
2;de;5/18;Knackiger Superfood-Salat mit Quinoa, Kokos und Cranberrys;30 bis 40 Minuten;einfach;Kalorien 733kcal, Fett 28.1g, Eiweiß 22.3g, Kohlenhydrate 88.9g;Schwefeldioxid und Sulphite. Kann Spuren von anderen Allergenen enthalten.;['VEGAN', 'GLUTENARM', 'OHNE MILCHPRODUKTE', 'FIT & GESUND'];Kokosflocken
3;de;5/18;Knackiger Superfood-Salat mit Quinoa, Kokos und Cranberrys;30 bis 40 Minuten;einfach;Kalorien 733kcal, Fett 28.1g, Eiweiß 22.3g, Kohlenhydrate 88.9g;Schwefeldioxid und Sulphite. Kann Spuren von anderen Allergenen enthalten.;['VEGAN', 'GLUTENARM', 'OHNE MILCHPRODUKTE', 'FIT & GESUND'];Frischer Schnittlauch & Petersilie
4;de;5/18;Knackiger Superfood-Salat mit Quinoa, Kokos und Cranberrys;30 bis 40 Minuten;einfach;Kalorien 733kcal, Fett 28.1g, Eiweiß 22.3g, Kohlenhydrate 88.9g;Schwefeldioxid und Sulphite. Kann Spuren von anderen Allergenen enthalten.;['VEGAN', 'GLUTENARM', 'OHNE MILCHPRODUKTE', 'FIT & GESUND'];Minigurke
5;de;5/18;Knackiger Superfood-Salat mit Quinoa, Kokos und Cranberrys;30 bis 40 Minuten;einfach;Kalorien 733kcal, Fett 28.1g, Eiweiß 22.3g, Kohlenhydrate 88.9g;Schwefeldioxid und Sulphite. Kann Spuren von anderen Allergenen enthalten.;['VEGAN', 'GLUTENARM', 'OHNE MILCHPRODUKTE', 'FIT & GESUND'];Himbeeressig
6;de;5/18;Knackiger Superfood-Salat mit Quinoa, Kokos und Cranberrys;30 bis 40 Minuten;einfach;Kalorien 733kcal, Fett 28.1g, Eiweiß 22.3g, Kohlenhydrate 88.9g;Schwefeldioxid und Sulphite. Kann Spuren von anderen Allergenen enthalten.;['VEGAN', 'GLUTENARM', 'OHNE MILCHPRODUKTE', 'FIT & GESUND'];Schalotte
7;de;5/18;Knackiger Superfood-Salat mit Quinoa, Kokos und Cranberrys;30 bis 40 Minuten;einfach;Kalorien 733kcal, Fett 28.1g, Eiweiß 22.3g, Kohlenhydrate 88.9g;Schwefeldioxid und Sulphite. Kann Spuren von anderen Allergenen enthalten.;['VEGAN', 'GLUTENARM', 'OHNE MILCHPRODUKTE', 'FIT & GESUND'];Unbehandelte Limette
8;de;5/18;Knackiger Superfood-Salat mit Quinoa, Kokos und Cranberrys;30 bis 40 Minuten;einfach;Kalorien 733kcal, Fett 28.1g, Eiweiß 22.3g, Kohlenhydrate 88.9g;Schwefeldioxid und Sulphite. Kann Spuren von anderen Allergenen enthalten.;['VEGAN', 'GLUTENARM', 'OHNE MILCHPRODUKTE', 'FIT & GESUND'];Karotten
9;de;5/18;Knackiger Superfood-Salat mit Quinoa, Kokos und Cranberrys;30 bis 40 Minuten;einfach;Kalorien 733kcal, Fett 28.1g, Eiweiß 22.3g, Kohlenhydrate 88.9g;Schwefeldioxid und Sulphite. Kann Spuren von anderen Allergenen enthalten.;['VEGAN', 'GLUTENARM', 'OHNE MILCHPRODUKTE', 'FIT & GESUND'];Bohnen-Mix
10;de;5/18;Knackiger Superfood-Salat mit Quinoa, Kokos und Cranberrys;30 bis 40 Minuten;einfach;Kalorien 733kcal, Fett 28.1g, Eiweiß 22.3g, Kohlenhydrate 88.9g;Schwefeldioxid und Sulphite. Kann Spuren von anderen Allergenen enthalten.;['VEGAN', 'GLUTENARM', 'OHNE MILCHPRODUKTE', 'FIT & GESUND'];Quinoa
0;at;5/18;Asia-Hühnchen süß-sauer mit knackigem Gemüsemix und Ananas;30 bis 40 Minuten;einfach;Kalorien 681kcal, Fett 10.3g, Eiweiß 47.6g, Kohlenhydrate 93.1g;Gluten und Sojabohnen. Kann Spuren von anderen Allergenen enthalten.;['SCHARF', 'GEFLÜGEL', 'OHNE MILCHPRODUKTE'];Ananas
1;at;5/18;Asia-Hühnchen süß-sauer mit knackigem Gemüsemix und Ananas;30 bis 40 Minuten;einfach;Kalorien 681kcal, Fett 10.3g, Eiweiß 47.6g, Kohlenhydrate 93.1g;Gluten und Sojabohnen. Kann Spuren von anderen Allergenen enthalten.;['SCHARF', 'GEFLÜGEL', 'OHNE MILCHPRODUKTE'];Sweet-Chili-Sauce
2;at;5/18;Asia-Hühnchen süß-sauer mit knackigem Gemüsemix und Ananas;30 bis 40 Minuten;einfach;Kalorien 681kcal, Fett 10.3g, Eiweiß 47.6g, Kohlenhydrate 93.1g;Gluten und Sojabohnen. Kann Spuren von anderen Allergenen enthalten.;['SCHARF', 'GEFLÜGEL', 'OHNE MILCHPRODUKTE'];Sojasauce
3;at;5/18;Asia-Hühnchen süß-sauer mit knackigem Gemüsemix und Ananas;30 bis 40 Minuten;einfach;Kalorien 681kcal, Fett 10.3g, Eiweiß 47.6g, Kohlenhydrate 93.1g;Gluten und Sojabohnen. Kann Spuren von anderen Allergenen enthalten.;['SCHARF', 'GEFLÜGEL', 'OHNE MILCHPRODUKTE'];Lauchzwiebel
4;at;5/18;Asia-Hühnchen süß-sauer mit knackigem Gemüsemix und Ananas;30 bis 40 Minuten;einfach;Kalorien 681kcal, Fett 10.3g, Eiweiß 47.6g, Kohlenhydrate 93.1g;Gluten und Sojabohnen. Kann Spuren von anderen Allergenen enthalten.;['SCHARF', 'GEFLÜGEL', 'OHNE MILCHPRODUKTE'];Zucchini
5;at;5/18;Asia-Hühnchen süß-sauer mit knackigem Gemüsemix und Ananas;30 bis 40 Minuten;einfach;Kalorien 681kcal, Fett 10.3g, Eiweiß 47.6g, Kohlenhydrate 93.1g;Gluten und Sojabohnen. Kann Spuren von anderen Allergenen enthalten.;['SCHARF', 'GEFLÜGEL', 'OHNE MILCHPRODUKTE'];Karotte
6;at;5/18;Asia-Hühnchen süß-sauer mit knackigem Gemüsemix und Ananas;30 bis 40 Minuten;einfach;Kalorien 681kcal, Fett 10.3g, Eiweiß 47.6g, Kohlenhydrate 93.1g;Gluten und Sojabohnen. Kann Spuren von anderen Allergenen enthalten.;['SCHARF', 'GEFLÜGEL', 'OHNE MILCHPRODUKTE'];Knoblauch
7;at;5/18;Asia-Hühnchen süß-sauer mit knackigem Gemüsemix und Ananas;30 bis 40 Minuten;einfach;Kalorien 681kcal, Fett 10.3g, Eiweiß 47.6g, Kohlenhydrate 93.1g;Gluten und Sojabohnen. Kann Spuren von anderen Allergenen enthalten.;['SCHARF', 'GEFLÜGEL', 'OHNE MILCHPRODUKTE'];Zwiebel
8;at;5/18;Asia-Hühnchen süß-sauer mit knackigem Gemüsemix und Ananas;30 bis 40 Minuten;einfach;Kalorien 681kcal, Fett 10.3g, Eiweiß 47.6g, Kohlenhydrate 93.1g;Gluten und Sojabohnen. Kann Spuren von anderen Allergenen enthalten.;['SCHARF', 'GEFLÜGEL', 'OHNE MILCHPRODUKTE'];Hähnchenbrustfilet
9;at;5/18;Asia-Hühnchen süß-sauer mit knackigem Gemüsemix und Ananas;30 bis 40 Minuten;einfach;Kalorien 681kcal, Fett 10.3g, Eiweiß 47.6g, Kohlenhydrate 93.1g;Gluten und Sojabohnen. Kann Spuren von anderen Allergenen enthalten.;['SCHARF', 'GEFLÜGEL', 'OHNE MILCHPRODUKTE'];Basmatireis
0;at;5/18;Steakstreifen mit Paprikarelish und mediterranem Ofengemüse;30 bis 40 Minuten;einfach;Kalorien 695kcal, Fett 31.4g, Eiweiß 37.1g, Kohlenhydrate 60.8g;Kann Spuren von Allergenen enthalten.;['GLUTENARM', 'FLEISCH', 'OHNE MILCHPRODUKTE', 'FIT & GESUND'];geräuchertes Paprikapulver
1;at;5/18;Steakstreifen mit Paprikarelish und mediterranem Ofengemüse;30 bis 40 Minuten;einfach;Kalorien 695kcal, Fett 31.4g, Eiweiß 37.1g, Kohlenhydrate 60.8g;Kann Spuren von Allergenen enthalten.;['GLUTENARM', 'FLEISCH', 'OHNE MILCHPRODUKTE', 'FIT & GESUND'];unbehandelte Zitrone
2;at;5/18;Steakstreifen mit Paprikarelish und mediterranem Ofengemüse;30 bis 40 Minuten;einfach;Kalorien 695kcal, Fett 31.4g, Eiweiß 37.1g, Kohlenhydrate 60.8g;Kann Spuren von Allergenen enthalten.;['GLUTENARM', 'FLEISCH', 'OHNE MILCHPRODUKTE', 'FIT & GESUND'];Knoblauch
3;at;5/18;Steakstreifen mit Paprikarelish und mediterranem Ofengemüse;30 bis 40 Minuten;einfach;Kalorien 695kcal, Fett 31.4g, Eiweiß 37.1g, Kohlenhydrate 60.8g;Kann Spuren von Allergenen enthalten.;['GLUTENARM', 'FLEISCH', 'OHNE MILCHPRODUKTE', 'FIT & GESUND'];rote Zwiebel
4;at;5/18;Steakstreifen mit Paprikarelish und mediterranem Ofengemüse;30 bis 40 Minuten;einfach;Kalorien 695kcal, Fett 31.4g, Eiweiß 37.1g, Kohlenhydrate 60.8g;Kann Spuren von Allergenen enthalten.;['GLUTENARM', 'FLEISCH', 'OHNE MILCHPRODUKTE', 'FIT & GESUND'];Fenchelknolle
5;at;5/18;Steakstreifen mit Paprikarelish und mediterranem Ofengemüse;30 bis 40 Minuten;einfach;Kalorien 695kcal, Fett 31.4g, Eiweiß 37.1g, Kohlenhydrate 60.8g;Kann Spuren von Allergenen enthalten.;['GLUTENARM', 'FLEISCH', 'OHNE MILCHPRODUKTE', 'FIT & GESUND'];Zucchini
6;at;5/18;Steakstreifen mit Paprikarelish und mediterranem Ofengemüse;30 bis 40 Minuten;einfach;Kalorien 695kcal, Fett 31.4g, Eiweiß 37.1g, Kohlenhydrate 60.8g;Kann Spuren von Allergenen enthalten.;['GLUTENARM', 'FLEISCH', 'OHNE MILCHPRODUKTE', 'FIT & GESUND'];festkochende Kartoffeln
7;at;5/18;Steakstreifen mit Paprikarelish und mediterranem Ofengemüse;30 bis 40 Minuten;einfach;Kalorien 695kcal, Fett 31.4g, Eiweiß 37.1g, Kohlenhydrate 60.8g;Kann Spuren von Allergenen enthalten.;['GLUTENARM', 'FLEISCH', 'OHNE MILCHPRODUKTE', 'FIT & GESUND'];Frische Petersilie, Oregano & Rosmarin
8;at;5/18;Steakstreifen mit Paprikarelish und mediterranem Ofengemüse;30 bis 40 Minuten;einfach;Kalorien 695kcal, Fett 31.4g, Eiweiß 37.1g, Kohlenhydrate 60.8g;Kann Spuren von Allergenen enthalten.;['GLUTENARM', 'FLEISCH', 'OHNE MILCHPRODUKTE', 'FIT & GESUND'];rote Paprika
9;at;5/18;Steakstreifen mit Paprikarelish und mediterranem Ofengemüse;30 bis 40 Minuten;einfach;Kalorien 695kcal, Fett 31.4g, Eiweiß 37.1g, Kohlenhydrate 60.8g;Kann Spuren von Allergenen enthalten.;['GLUTENARM', 'FLEISCH', 'OHNE MILCHPRODUKTE', 'FIT & GESUND'];Rindersteak
0;at;5/18;Tandoori-Lachs mit gebratenem Pak Choi und cremigen Kokos-Linsen;20 bis 30 Minuten;einfach;Kalorien 734kcal, Fett 45.4g, Eiweiß 41.0g, Kohlenhydrate 35.0g;Fisch. Kann Spuren von anderen Allergenen enthalten.;['SCHARF', 'GLUTENARM', 'UNTER 30MIN.', 'LOW CARB', 'FISCH', 'OHNE MILCHPRODUKTE', 'FIT & GESUND'];Frischer Koriander
1;at;5/18;Tandoori-Lachs mit gebratenem Pak Choi und cremigen Kokos-Linsen;20 bis 30 Minuten;einfach;Kalorien 734kcal, Fett 45.4g, Eiweiß 41.0g, Kohlenhydrate 35.0g;Fisch. Kann Spuren von anderen Allergenen enthalten.;['SCHARF', 'GLUTENARM', 'UNTER 30MIN.', 'LOW CARB', 'FISCH', 'OHNE MILCHPRODUKTE', 'FIT & GESUND'];Tandoori-Gewürzmischung
2;at;5/18;Tandoori-Lachs mit gebratenem Pak Choi und cremigen Kokos-Linsen;20 bis 30 Minuten;einfach;Kalorien 734kcal, Fett 45.4g, Eiweiß 41.0g, Kohlenhydrate 35.0g;Fisch. Kann Spuren von anderen Allergenen enthalten.;['SCHARF', 'GLUTENARM', 'UNTER 30MIN.', 'LOW CARB', 'FISCH', 'OHNE MILCHPRODUKTE', 'FIT & GESUND'];Frischer Lachs
3;at;5/18;Tandoori-Lachs mit gebratenem Pak Choi und cremigen Kokos-Linsen;20 bis 30 Minuten;einfach;Kalorien 734kcal, Fett 45.4g, Eiweiß 41.0g, Kohlenhydrate 35.0g;Fisch. Kann Spuren von anderen Allergenen enthalten.;['SCHARF', 'GLUTENARM', 'UNTER 30MIN.', 'LOW CARB', 'FISCH', 'OHNE MILCHPRODUKTE', 'FIT & GESUND'];Kokosmilch
4;at;5/18;Tandoori-Lachs mit gebratenem Pak Choi und cremigen Kokos-Linsen;20 bis 30 Minuten;einfach;Kalorien 734kcal, Fett 45.4g, Eiweiß 41.0g, Kohlenhydrate 35.0g;Fisch. Kann Spuren von anderen Allergenen enthalten.;['SCHARF', 'GLUTENARM', 'UNTER 30MIN.', 'LOW CARB', 'FISCH', 'OHNE MILCHPRODUKTE', 'FIT & GESUND'];Braune Linsen
5;at;5/18;Tandoori-Lachs mit gebratenem Pak Choi und cremigen Kokos-Linsen;20 bis 30 Minuten;einfach;Kalorien 734kcal, Fett 45.4g, Eiweiß 41.0g, Kohlenhydrate 35.0g;Fisch. Kann Spuren von anderen Allergenen enthalten.;['SCHARF', 'GLUTENARM', 'UNTER 30MIN.', 'LOW CARB', 'FISCH', 'OHNE MILCHPRODUKTE', 'FIT & GESUND'];Pak Choi
6;at;5/18;Tandoori-Lachs mit gebratenem Pak Choi und cremigen Kokos-Linsen;20 bis 30 Minuten;einfach;Kalorien 734kcal, Fett 45.4g, Eiweiß 41.0g, Kohlenhydrate 35.0g;Fisch. Kann Spuren von anderen Allergenen enthalten.;['SCHARF', 'GLUTENARM', 'UNTER 30MIN.', 'LOW CARB', 'FISCH', 'OHNE MILCHPRODUKTE', 'FIT & GESUND'];unbehandelte Limette
7;at;5/18;Tandoori-Lachs mit gebratenem Pak Choi und cremigen Kokos-Linsen;20 bis 30 Minuten;einfach;Kalorien 734kcal, Fett 45.4g, Eiweiß 41.0g, Kohlenhydrate 35.0g;Fisch. Kann Spuren von anderen Allergenen enthalten.;['SCHARF', 'GLUTENARM', 'UNTER 30MIN.', 'LOW CARB', 'FISCH', 'OHNE MILCHPRODUKTE', 'FIT & GESUND'];frischer Ingwer
8;at;5/18;Tandoori-Lachs mit gebratenem Pak Choi und cremigen Kokos-Linsen;20 bis 30 Minuten;einfach;Kalorien 734kcal, Fett 45.4g, Eiweiß 41.0g, Kohlenhydrate 35.0g;Fisch. Kann Spuren von anderen Allergenen enthalten.;['SCHARF', 'GLUTENARM', 'UNTER 30MIN.', 'LOW CARB', 'FISCH', 'OHNE MILCHPRODUKTE', 'FIT & GESUND'];Knoblauch
9;at;5/18;Tandoori-Lachs mit gebratenem Pak Choi und cremigen Kokos-Linsen;20 bis 30 Minuten;einfach;Kalorien 734kcal, Fett 45.4g, Eiweiß 41.0g, Kohlenhydrate 35.0g;Fisch. Kann Spuren von anderen Allergenen enthalten.;['SCHARF', 'GLUTENARM', 'UNTER 30MIN.', 'LOW CARB', 'FISCH', 'OHNE MILCHPRODUKTE', 'FIT & GESUND'];Zwiebel
0;at;5/18;Rahmchampignons mit Käse an Ofenkartoffeln und Karottensalat;40 bis 50 Minuten;einfach;Kalorien 796kcal, Fett 49.6g, Eiweiß 26.0g, Kohlenhydrate 53.3g;Milch, Eier und Senf. Kann Spuren von anderen Allergenen enthalten.;['VEGETARISCH', 'GLUTENARM', 'FAMILIENFREUNDLICH', 'EINTOPF'];geriebener Gouda
1;at;5/18;Rahmchampignons mit Käse an Ofenkartoffeln und Karottensalat;40 bis 50 Minuten;einfach;Kalorien 796kcal, Fett 49.6g, Eiweiß 26.0g, Kohlenhydrate 53.3g;Milch, Eier und Senf. Kann Spuren von anderen Allergenen enthalten.;['VEGETARISCH', 'GLUTENARM', 'FAMILIENFREUNDLICH', 'EINTOPF'];Crème fraîche
2;at;5/18;Rahmchampignons mit Käse an Ofenkartoffeln und Karottensalat;40 bis 50 Minuten;einfach;Kalorien 796kcal, Fett 49.6g, Eiweiß 26.0g, Kohlenhydrate 53.3g;Milch, Eier und Senf. Kann Spuren von anderen Allergenen enthalten.;['VEGETARISCH', 'GLUTENARM', 'FAMILIENFREUNDLICH', 'EINTOPF'];Mayonnaise
3;at;5/18;Rahmchampignons mit Käse an Ofenkartoffeln und Karottensalat;40 bis 50 Minuten;einfach;Kalorien 796kcal, Fett 49.6g, Eiweiß 26.0g, Kohlenhydrate 53.3g;Milch, Eier und Senf. Kann Spuren von anderen Allergenen enthalten.;['VEGETARISCH', 'GLUTENARM', 'FAMILIENFREUNDLICH', 'EINTOPF'];Frischer Schnittlauch & Petersilie
4;at;5/18;Rahmchampignons mit Käse an Ofenkartoffeln und Karottensalat;40 bis 50 Minuten;einfach;Kalorien 796kcal, Fett 49.6g, Eiweiß 26.0g, Kohlenhydrate 53.3g;Milch, Eier und Senf. Kann Spuren von anderen Allergenen enthalten.;['VEGETARISCH', 'GLUTENARM', 'FAMILIENFREUNDLICH', 'EINTOPF'];Knoblauch
5;at;5/18;Rahmchampignons mit Käse an Ofenkartoffeln und Karottensalat;40 bis 50 Minuten;einfach;Kalorien 796kcal, Fett 49.6g, Eiweiß 26.0g, Kohlenhydrate 53.3g;Milch, Eier und Senf. Kann Spuren von anderen Allergenen enthalten.;['VEGETARISCH', 'GLUTENARM', 'FAMILIENFREUNDLICH', 'EINTOPF'];Champignons
6;at;5/18;Rahmchampignons mit Käse an Ofenkartoffeln und Karottensalat;40 bis 50 Minuten;einfach;Kalorien 796kcal, Fett 49.6g, Eiweiß 26.0g, Kohlenhydrate 53.3g;Milch, Eier und Senf. Kann Spuren von anderen Allergenen enthalten.;['VEGETARISCH', 'GLUTENARM', 'FAMILIENFREUNDLICH', 'EINTOPF'];lila Karotte
7;at;5/18;Rahmchampignons mit Käse an Ofenkartoffeln und Karottensalat;40 bis 50 Minuten;einfach;Kalorien 796kcal, Fett 49.6g, Eiweiß 26.0g, Kohlenhydrate 53.3g;Milch, Eier und Senf. Kann Spuren von anderen Allergenen enthalten.;['VEGETARISCH', 'GLUTENARM', 'FAMILIENFREUNDLICH', 'EINTOPF'];Karotte
8;at;5/18;Rahmchampignons mit Käse an Ofenkartoffeln und Karottensalat;40 bis 50 Minuten;einfach;Kalorien 796kcal, Fett 49.6g, Eiweiß 26.0g, Kohlenhydrate 53.3g;Milch, Eier und Senf. Kann Spuren von anderen Allergenen enthalten.;['VEGETARISCH', 'GLUTENARM', 'FAMILIENFREUNDLICH', 'EINTOPF'];unbehandelte Zitrone
9;at;5/18;Rahmchampignons mit Käse an Ofenkartoffeln und Karottensalat;40 bis 50 Minuten;einfach;Kalorien 796kcal, Fett 49.6g, Eiweiß 26.0g, Kohlenhydrate 53.3g;Milch, Eier und Senf. Kann Spuren von anderen Allergenen enthalten.;['VEGETARISCH', 'GLUTENARM', 'FAMILIENFREUNDLICH', 'EINTOPF'];mehligkochende Kartoffeln
0;at;5/18;Hähnchenbrust mit cremiger Knoblauchsauce und warmem Kartoffel-Bohnen-Salat;20 bis 30 Minuten;einfach;Kalorien 765kcal, Fett 37.5g, Eiweiß 48.7g, Kohlenhydrate 52.1g;Senf und Milch. Kann Spuren von anderen Allergenen enthalten.;['GLUTENARM', 'UNTER 30MIN.', 'GEFLÜGEL'];milder Senf
1;at;5/18;Hähnchenbrust mit cremiger Knoblauchsauce und warmem Kartoffel-Bohnen-Salat;20 bis 30 Minuten;einfach;Kalorien 765kcal, Fett 37.5g, Eiweiß 48.7g, Kohlenhydrate 52.1g;Senf und Milch. Kann Spuren von anderen Allergenen enthalten.;['GLUTENARM', 'UNTER 30MIN.', 'GEFLÜGEL'];Bohnen
2;at;5/18;Hähnchenbrust mit cremiger Knoblauchsauce und warmem Kartoffel-Bohnen-Salat;20 bis 30 Minuten;einfach;Kalorien 765kcal, Fett 37.5g, Eiweiß 48.7g, Kohlenhydrate 52.1g;Senf und Milch. Kann Spuren von anderen Allergenen enthalten.;['GLUTENARM', 'UNTER 30MIN.', 'GEFLÜGEL'];edelsüßes Paprikapulver
3;at;5/18;Hähnchenbrust mit cremiger Knoblauchsauce und warmem Kartoffel-Bohnen-Salat;20 bis 30 Minuten;einfach;Kalorien 765kcal, Fett 37.5g, Eiweiß 48.7g, Kohlenhydrate 52.1g;Senf und Milch. Kann Spuren von anderen Allergenen enthalten.;['GLUTENARM', 'UNTER 30MIN.', 'GEFLÜGEL'];Hühnerbrühgewürz
4;at;5/18;Hähnchenbrust mit cremiger Knoblauchsauce und warmem Kartoffel-Bohnen-Salat;20 bis 30 Minuten;einfach;Kalorien 765kcal, Fett 37.5g, Eiweiß 48.7g, Kohlenhydrate 52.1g;Senf und Milch. Kann Spuren von anderen Allergenen enthalten.;['GLUTENARM', 'UNTER 30MIN.', 'GEFLÜGEL'];Saure Sahne
5;at;5/18;Hähnchenbrust mit cremiger Knoblauchsauce und warmem Kartoffel-Bohnen-Salat;20 bis 30 Minuten;einfach;Kalorien 765kcal, Fett 37.5g, Eiweiß 48.7g, Kohlenhydrate 52.1g;Senf und Milch. Kann Spuren von anderen Allergenen enthalten.;['GLUTENARM', 'UNTER 30MIN.', 'GEFLÜGEL'];Hähnchenbrustfilet
6;at;5/18;Hähnchenbrust mit cremiger Knoblauchsauce und warmem Kartoffel-Bohnen-Salat;20 bis 30 Minuten;einfach;Kalorien 765kcal, Fett 37.5g, Eiweiß 48.7g, Kohlenhydrate 52.1g;Senf und Milch. Kann Spuren von anderen Allergenen enthalten.;['GLUTENARM', 'UNTER 30MIN.', 'GEFLÜGEL'];Hartkäse
7;at;5/18;Hähnchenbrust mit cremiger Knoblauchsauce und warmem Kartoffel-Bohnen-Salat;20 bis 30 Minuten;einfach;Kalorien 765kcal, Fett 37.5g, Eiweiß 48.7g, Kohlenhydrate 52.1g;Senf und Milch. Kann Spuren von anderen Allergenen enthalten.;['GLUTENARM', 'UNTER 30MIN.', 'GEFLÜGEL'];Knoblauch
