;domain;date;name;serving_time;level;nutrition;allergens;tags;ingredient
7;se;5/18;Lasagne med zucchini och kyckling extra low carb med smetanasås;40 - 50 minuter;lätt;Kalorier 775kcal, Fett 54.4g, Proteiner 51.1g, Kolhydrater 16.3g;Mjölk och Gluten. Kan innehålla spår av andra allergener.;['LOW CARB', 'FÅGEL'];Zucchini
0;se;5/18;Spaghetti med rökt öring och körvel i en krämig sås av purjolök och citron;20 - 30 minuter;lätt;Kalorier 915kcal, Fett 39.5g, Proteiner 35.3g, Kolhydrater 100.5g;Mjölk, Fisk, Gluten och Ägg. Kan innehålla spår av andra allergener.;['SNABB', 'FISK'];Färsk körvel
1;se;5/18;Spaghetti med rökt öring och körvel i en krämig sås av purjolök och citron;20 - 30 minuter;lätt;Kalorier 915kcal, Fett 39.5g, Proteiner 35.3g, Kolhydrater 100.5g;Mjölk, Fisk, Gluten och Ägg. Kan innehålla spår av andra allergener.;['SNABB', 'FISK'];Crème fraîche
2;se;5/18;Spaghetti med rökt öring och körvel i en krämig sås av purjolök och citron;20 - 30 minuter;lätt;Kalorier 915kcal, Fett 39.5g, Proteiner 35.3g, Kolhydrater 100.5g;Mjölk, Fisk, Gluten och Ägg. Kan innehålla spår av andra allergener.;['SNABB', 'FISK'];Citron
3;se;5/18;Spaghetti med rökt öring och körvel i en krämig sås av purjolök och citron;20 - 30 minuter;lätt;Kalorier 915kcal, Fett 39.5g, Proteiner 35.3g, Kolhydrater 100.5g;Mjölk, Fisk, Gluten och Ägg. Kan innehålla spår av andra allergener.;['SNABB', 'FISK'];Öring, rökt
4;se;5/18;Spaghetti med rökt öring och körvel i en krämig sås av purjolök och citron;20 - 30 minuter;lätt;Kalorier 915kcal, Fett 39.5g, Proteiner 35.3g, Kolhydrater 100.5g;Mjölk, Fisk, Gluten och Ägg. Kan innehålla spår av andra allergener.;['SNABB', 'FISK'];Vitlök
5;se;5/18;Spaghetti med rökt öring och körvel i en krämig sås av purjolök och citron;20 - 30 minuter;lätt;Kalorier 915kcal, Fett 39.5g, Proteiner 35.3g, Kolhydrater 100.5g;Mjölk, Fisk, Gluten och Ägg. Kan innehålla spår av andra allergener.;['SNABB', 'FISK'];Purjolök
6;se;5/18;Spaghetti med rökt öring och körvel i en krämig sås av purjolök och citron;20 - 30 minuter;lätt;Kalorier 915kcal, Fett 39.5g, Proteiner 35.3g, Kolhydrater 100.5g;Mjölk, Fisk, Gluten och Ägg. Kan innehålla spår av andra allergener.;['SNABB', 'FISK'];Spaghetti
0;se;5/18;Cheasy fettuccini med majs och körsbärstomater;20 - 30 minuter;lätt;Kalorier 957kcal, Fett 52.3g, Proteiner 36.9g, Kolhydrater 77.6g;Mjölk, Ägg och Gluten. Kan innehålla spår av andra allergener.;['VEGETARISK', 'SNABB', 'FAMILJEVÄNLIG'];Riven goudaost
1;se;5/18;Cheasy fettuccini med majs och körsbärstomater;20 - 30 minuter;lätt;Kalorier 957kcal, Fett 52.3g, Proteiner 36.9g, Kolhydrater 77.6g;Mjölk, Ägg och Gluten. Kan innehålla spår av andra allergener.;['VEGETARISK', 'SNABB', 'FAMILJEVÄNLIG'];Crème fraîche
2;se;5/18;Cheasy fettuccini med majs och körsbärstomater;20 - 30 minuter;lätt;Kalorier 957kcal, Fett 52.3g, Proteiner 36.9g, Kolhydrater 77.6g;Mjölk, Ägg och Gluten. Kan innehålla spår av andra allergener.;['VEGETARISK', 'SNABB', 'FAMILJEVÄNLIG'];Pumpafrön
3;se;5/18;Cheasy fettuccini med majs och körsbärstomater;20 - 30 minuter;lätt;Kalorier 957kcal, Fett 52.3g, Proteiner 36.9g, Kolhydrater 77.6g;Mjölk, Ägg och Gluten. Kan innehålla spår av andra allergener.;['VEGETARISK', 'SNABB', 'FAMILJEVÄNLIG'];Färska lasagneplattor
4;se;5/18;Cheasy fettuccini med majs och körsbärstomater;20 - 30 minuter;lätt;Kalorier 957kcal, Fett 52.3g, Proteiner 36.9g, Kolhydrater 77.6g;Mjölk, Ägg och Gluten. Kan innehålla spår av andra allergener.;['VEGETARISK', 'SNABB', 'FAMILJEVÄNLIG'];Färsk basilika & dill
5;se;5/18;Cheasy fettuccini med majs och körsbärstomater;20 - 30 minuter;lätt;Kalorier 957kcal, Fett 52.3g, Proteiner 36.9g, Kolhydrater 77.6g;Mjölk, Ägg och Gluten. Kan innehålla spår av andra allergener.;['VEGETARISK', 'SNABB', 'FAMILJEVÄNLIG'];Vitlök
6;se;5/18;Cheasy fettuccini med majs och körsbärstomater;20 - 30 minuter;lätt;Kalorier 957kcal, Fett 52.3g, Proteiner 36.9g, Kolhydrater 77.6g;Mjölk, Ägg och Gluten. Kan innehålla spår av andra allergener.;['VEGETARISK', 'SNABB', 'FAMILJEVÄNLIG'];Vårlök
7;se;5/18;Cheasy fettuccini med majs och körsbärstomater;20 - 30 minuter;lätt;Kalorier 957kcal, Fett 52.3g, Proteiner 36.9g, Kolhydrater 77.6g;Mjölk, Ägg och Gluten. Kan innehålla spår av andra allergener.;['VEGETARISK', 'SNABB', 'FAMILJEVÄNLIG'];Körsbärstomater
8;se;5/18;Cheasy fettuccini med majs och körsbärstomater;20 - 30 minuter;lätt;Kalorier 957kcal, Fett 52.3g, Proteiner 36.9g, Kolhydrater 77.6g;Mjölk, Ägg och Gluten. Kan innehålla spår av andra allergener.;['VEGETARISK', 'SNABB', 'FAMILJEVÄNLIG'];Majs
0;se;5/18;Krispig superfood sallad med quinoa, kokos och tranbär;30 - 40 minuter;lätt;Kalorier 733kcal, Fett 28.1g, Proteiner 22.3g, Kolhydrater 88.9g;Svaveldioxid och sulfiter. Kan innehålla spår av andra allergener.;['VEGANSK', 'INGET TILLSATT GLUTEN', 'MEJERIFRI', 'HÄLSOSAM'];Salladsmix
1;se;5/18;Krispig superfood sallad med quinoa, kokos och tranbär;30 - 40 minuter;lätt;Kalorier 733kcal, Fett 28.1g, Proteiner 22.3g, Kolhydrater 88.9g;Svaveldioxid och sulfiter. Kan innehålla spår av andra allergener.;['VEGANSK', 'INGET TILLSATT GLUTEN', 'MEJERIFRI', 'HÄLSOSAM'];Torkade tranbär
2;se;5/18;Krispig superfood sallad med quinoa, kokos och tranbär;30 - 40 minuter;lätt;Kalorier 733kcal, Fett 28.1g, Proteiner 22.3g, Kolhydrater 88.9g;Svaveldioxid och sulfiter. Kan innehålla spår av andra allergener.;['VEGANSK', 'INGET TILLSATT GLUTEN', 'MEJERIFRI', 'HÄLSOSAM'];Kokosflingor
3;se;5/18;Krispig superfood sallad med quinoa, kokos och tranbär;30 - 40 minuter;lätt;Kalorier 733kcal, Fett 28.1g, Proteiner 22.3g, Kolhydrater 88.9g;Svaveldioxid och sulfiter. Kan innehålla spår av andra allergener.;['VEGANSK', 'INGET TILLSATT GLUTEN', 'MEJERIFRI', 'HÄLSOSAM'];Färsk gräslök & bladpersilja
4;se;5/18;Krispig superfood sallad med quinoa, kokos och tranbär;30 - 40 minuter;lätt;Kalorier 733kcal, Fett 28.1g, Proteiner 22.3g, Kolhydrater 88.9g;Svaveldioxid och sulfiter. Kan innehålla spår av andra allergener.;['VEGANSK', 'INGET TILLSATT GLUTEN', 'MEJERIFRI', 'HÄLSOSAM'];Minigurka
5;se;5/18;Krispig superfood sallad med quinoa, kokos och tranbär;30 - 40 minuter;lätt;Kalorier 733kcal, Fett 28.1g, Proteiner 22.3g, Kolhydrater 88.9g;Svaveldioxid och sulfiter. Kan innehålla spår av andra allergener.;['VEGANSK', 'INGET TILLSATT GLUTEN', 'MEJERIFRI', 'HÄLSOSAM'];Hallonvinäger
6;se;5/18;Krispig superfood sallad med quinoa, kokos och tranbär;30 - 40 minuter;lätt;Kalorier 733kcal, Fett 28.1g, Proteiner 22.3g, Kolhydrater 88.9g;Svaveldioxid och sulfiter. Kan innehålla spår av andra allergener.;['VEGANSK', 'INGET TILLSATT GLUTEN', 'MEJERIFRI', 'HÄLSOSAM'];Schalottenlök
7;se;5/18;Krispig superfood sallad med quinoa, kokos och tranbär;30 - 40 minuter;lätt;Kalorier 733kcal, Fett 28.1g, Proteiner 22.3g, Kolhydrater 88.9g;Svaveldioxid och sulfiter. Kan innehålla spår av andra allergener.;['VEGANSK', 'INGET TILLSATT GLUTEN', 'MEJERIFRI', 'HÄLSOSAM'];Lime
8;se;5/18;Krispig superfood sallad med quinoa, kokos och tranbär;30 - 40 minuter;lätt;Kalorier 733kcal, Fett 28.1g, Proteiner 22.3g, Kolhydrater 88.9g;Svaveldioxid och sulfiter. Kan innehålla spår av andra allergener.;['VEGANSK', 'INGET TILLSATT GLUTEN', 'MEJERIFRI', 'HÄLSOSAM'];Morötter
9;se;5/18;Krispig superfood sallad med quinoa, kokos och tranbär;30 - 40 minuter;lätt;Kalorier 733kcal, Fett 28.1g, Proteiner 22.3g, Kolhydrater 88.9g;Svaveldioxid och sulfiter. Kan innehålla spår av andra allergener.;['VEGANSK', 'INGET TILLSATT GLUTEN', 'MEJERIFRI', 'HÄLSOSAM'];Bönmix
10;se;5/18;Krispig superfood sallad med quinoa, kokos och tranbär;30 - 40 minuter;lätt;Kalorier 733kcal, Fett 28.1g, Proteiner 22.3g, Kolhydrater 88.9g;Svaveldioxid och sulfiter. Kan innehålla spår av andra allergener.;['VEGANSK', 'INGET TILLSATT GLUTEN', 'MEJERIFRI', 'HÄLSOSAM'];Quinoa
0;com;5/18;Chicken Fajita Bowl with Peppers & Sour Cream;20 - 30 minutes;easy;Calories 750kcal, Fat 33.0g, Proteins 47.0g, Carbs 69.0g;Milk. May contain traces of other allergens. Packaged in a facility that packages gluten containing products.;['GLUTEN FREE', 'POULTRY', 'KID FRIENDLY', 'HEALTHY'];Fresh Cilantro
1;com;5/18;Chicken Fajita Bowl with Peppers & Sour Cream;20 - 30 minutes;easy;Calories 750kcal, Fat 33.0g, Proteins 47.0g, Carbs 69.0g;Milk. May contain traces of other allergens. Packaged in a facility that packages gluten containing products.;['GLUTEN FREE', 'POULTRY', 'KID FRIENDLY', 'HEALTHY'];Scallions
2;com;5/18;Chicken Fajita Bowl with Peppers & Sour Cream;20 - 30 minutes;easy;Calories 750kcal, Fat 33.0g, Proteins 47.0g, Carbs 69.0g;Milk. May contain traces of other allergens. Packaged in a facility that packages gluten containing products.;['GLUTEN FREE', 'POULTRY', 'KID FRIENDLY', 'HEALTHY'];Bell Pepper
3;com;5/18;Chicken Fajita Bowl with Peppers & Sour Cream;20 - 30 minutes;easy;Calories 750kcal, Fat 33.0g, Proteins 47.0g, Carbs 69.0g;Milk. May contain traces of other allergens. Packaged in a facility that packages gluten containing products.;['GLUTEN FREE', 'POULTRY', 'KID FRIENDLY', 'HEALTHY'];Poblano Pepper
4;com;5/18;Chicken Fajita Bowl with Peppers & Sour Cream;20 - 30 minutes;easy;Calories 750kcal, Fat 33.0g, Proteins 47.0g, Carbs 69.0g;Milk. May contain traces of other allergens. Packaged in a facility that packages gluten containing products.;['GLUTEN FREE', 'POULTRY', 'KID FRIENDLY', 'HEALTHY'];Taco Seasoning
5;com;5/18;Chicken Fajita Bowl with Peppers & Sour Cream;20 - 30 minutes;easy;Calories 750kcal, Fat 33.0g, Proteins 47.0g, Carbs 69.0g;Milk. May contain traces of other allergens. Packaged in a facility that packages gluten containing products.;['GLUTEN FREE', 'POULTRY', 'KID FRIENDLY', 'HEALTHY'];Boneless, Skinless Chicken Breasts
6;com;5/18;Chicken Fajita Bowl with Peppers & Sour Cream;20 - 30 minutes;easy;Calories 750kcal, Fat 33.0g, Proteins 47.0g, Carbs 69.0g;Milk. May contain traces of other allergens. Packaged in a facility that packages gluten containing products.;['GLUTEN FREE', 'POULTRY', 'KID FRIENDLY', 'HEALTHY'];Garlic
7;com;5/18;Chicken Fajita Bowl with Peppers & Sour Cream;20 - 30 minutes;easy;Calories 750kcal, Fat 33.0g, Proteins 47.0g, Carbs 69.0g;Milk. May contain traces of other allergens. Packaged in a facility that packages gluten containing products.;['GLUTEN FREE', 'POULTRY', 'KID FRIENDLY', 'HEALTHY'];Sour Cream
8;com;5/18;Chicken Fajita Bowl with Peppers & Sour Cream;20 - 30 minutes;easy;Calories 750kcal, Fat 33.0g, Proteins 47.0g, Carbs 69.0g;Milk. May contain traces of other allergens. Packaged in a facility that packages gluten containing products.;['GLUTEN FREE', 'POULTRY', 'KID FRIENDLY', 'HEALTHY'];Quick-Cooking Brown Rice
0;com;5/18;Pan-Roasted Steak & French Fries with Caesar Wedge Salad & Buttery Pan Sauce;30 - 40 minutes;easy;Calories 910kcal, Fat 64.0g, Proteins 39.0g, Carbs 55.0g;Egg, Soy and Milk. May contain traces of other allergens. Packaged in a facility that packages gluten containing products.;['GLUTEN FREE', 'MEAT', 'KID FRIENDLY', 'HEALTHY'];Pizza Spice Blend
1;com;5/18;Pan-Roasted Steak & French Fries with Caesar Wedge Salad & Buttery Pan Sauce;30 - 40 minutes;easy;Calories 910kcal, Fat 64.0g, Proteins 39.0g, Carbs 55.0g;Egg, Soy and Milk. May contain traces of other allergens. Packaged in a facility that packages gluten containing products.;['GLUTEN FREE', 'MEAT', 'KID FRIENDLY', 'HEALTHY'];Sirloin Steaks
2;com;5/18;Pan-Roasted Steak & French Fries with Caesar Wedge Salad & Buttery Pan Sauce;30 - 40 minutes;easy;Calories 910kcal, Fat 64.0g, Proteins 39.0g, Carbs 55.0g;Egg, Soy and Milk. May contain traces of other allergens. Packaged in a facility that packages gluten containing products.;['GLUTEN FREE', 'MEAT', 'KID FRIENDLY', 'HEALTHY'];Romaine Heart
3;com;5/18;Pan-Roasted Steak & French Fries with Caesar Wedge Salad & Buttery Pan Sauce;30 - 40 minutes;easy;Calories 910kcal, Fat 64.0g, Proteins 39.0g, Carbs 55.0g;Egg, Soy and Milk. May contain traces of other allergens. Packaged in a facility that packages gluten containing products.;['GLUTEN FREE', 'MEAT', 'KID FRIENDLY', 'HEALTHY'];Mayonnaise
4;com;5/18;Pan-Roasted Steak & French Fries with Caesar Wedge Salad & Buttery Pan Sauce;30 - 40 minutes;easy;Calories 910kcal, Fat 64.0g, Proteins 39.0g, Carbs 55.0g;Egg, Soy and Milk. May contain traces of other allergens. Packaged in a facility that packages gluten containing products.;['GLUTEN FREE', 'MEAT', 'KID FRIENDLY', 'HEALTHY'];Parmesan Cheese
5;com;5/18;Pan-Roasted Steak & French Fries with Caesar Wedge Salad & Buttery Pan Sauce;30 - 40 minutes;easy;Calories 910kcal, Fat 64.0g, Proteins 39.0g, Carbs 55.0g;Egg, Soy and Milk. May contain traces of other allergens. Packaged in a facility that packages gluten containing products.;['GLUTEN FREE', 'MEAT', 'KID FRIENDLY', 'HEALTHY'];Shallot
6;com;5/18;Pan-Roasted Steak & French Fries with Caesar Wedge Salad & Buttery Pan Sauce;30 - 40 minutes;easy;Calories 910kcal, Fat 64.0g, Proteins 39.0g, Carbs 55.0g;Egg, Soy and Milk. May contain traces of other allergens. Packaged in a facility that packages gluten containing products.;['GLUTEN FREE', 'MEAT', 'KID FRIENDLY', 'HEALTHY'];Garlic
7;com;5/18;Pan-Roasted Steak & French Fries with Caesar Wedge Salad & Buttery Pan Sauce;30 - 40 minutes;easy;Calories 910kcal, Fat 64.0g, Proteins 39.0g, Carbs 55.0g;Egg, Soy and Milk. May contain traces of other allergens. Packaged in a facility that packages gluten containing products.;['GLUTEN FREE', 'MEAT', 'KID FRIENDLY', 'HEALTHY'];Russet Potato
0;com;5/18;One-Pan Smoky Pork Tenderloin with Roasted Potatoes & Peppers;30 - 40 minutes;easy;Calories 700kcal, Fat 33.0g, Proteins 35.0g, Carbs 68.0g;May contain traces of allergens.;['GLUTEN FREE', 'UNDER 30 MINUTES', 'MEAT', 'DAIRY FREE', 'ONE POT MEAL', 'HEALTHY'];Fresh Cilantro
1;com;5/18;One-Pan Smoky Pork Tenderloin with Roasted Potatoes & Peppers;30 - 40 minutes;easy;Calories 700kcal, Fat 33.0g, Proteins 35.0g, Carbs 68.0g;May contain traces of allergens.;['GLUTEN FREE', 'UNDER 30 MINUTES', 'MEAT', 'DAIRY FREE', 'ONE POT MEAL', 'HEALTHY'];Pork Tenderloin
2;com;5/18;One-Pan Smoky Pork Tenderloin with Roasted Potatoes & Peppers;30 - 40 minutes;easy;Calories 700kcal, Fat 33.0g, Proteins 35.0g, Carbs 68.0g;May contain traces of allergens.;['GLUTEN FREE', 'UNDER 30 MINUTES', 'MEAT', 'DAIRY FREE', 'ONE POT MEAL', 'HEALTHY'];Smoked Paprika
3;com;5/18;One-Pan Smoky Pork Tenderloin with Roasted Potatoes & Peppers;30 - 40 minutes;easy;Calories 700kcal, Fat 33.0g, Proteins 35.0g, Carbs 68.0g;May contain traces of allergens.;['GLUTEN FREE', 'UNDER 30 MINUTES', 'MEAT', 'DAIRY FREE', 'ONE POT MEAL', 'HEALTHY'];Garlic
4;com;5/18;One-Pan Smoky Pork Tenderloin with Roasted Potatoes & Peppers;30 - 40 minutes;easy;Calories 700kcal, Fat 33.0g, Proteins 35.0g, Carbs 68.0g;May contain traces of allergens.;['GLUTEN FREE', 'UNDER 30 MINUTES', 'MEAT', 'DAIRY FREE', 'ONE POT MEAL', 'HEALTHY'];Lemon
5;com;5/18;One-Pan Smoky Pork Tenderloin with Roasted Potatoes & Peppers;30 - 40 minutes;easy;Calories 700kcal, Fat 33.0g, Proteins 35.0g, Carbs 68.0g;May contain traces of allergens.;['GLUTEN FREE', 'UNDER 30 MINUTES', 'MEAT', 'DAIRY FREE', 'ONE POT MEAL', 'HEALTHY'];Russet Potato
6;com;5/18;One-Pan Smoky Pork Tenderloin with Roasted Potatoes & Peppers;30 - 40 minutes;easy;Calories 700kcal, Fat 33.0g, Proteins 35.0g, Carbs 68.0g;May contain traces of allergens.;['GLUTEN FREE', 'UNDER 30 MINUTES', 'MEAT', 'DAIRY FREE', 'ONE POT MEAL', 'HEALTHY'];Mini Sweet Peppers
7;com;5/18;One-Pan Smoky Pork Tenderloin with Roasted Potatoes & Peppers;30 - 40 minutes;easy;Calories 700kcal, Fat 33.0g, Proteins 35.0g, Carbs 68.0g;May contain traces of allergens.;['GLUTEN FREE', 'UNDER 30 MINUTES', 'MEAT', 'DAIRY FREE', 'ONE POT MEAL', 'HEALTHY'];Red Onion
0;com;5/18;BBQ Spiced Cheeseburger with Oven Fries & Creamy Garlic Slaw;30 - 40 minutes;easy;Calories 1180kcal, Fat 77.0g, Proteins 45.0g, Carbs 77.0g;Wheat, Milk, Sesame, Egg and Soy. May contain traces of other allergens. Packaged in a facility that packages gluten containing products.;['MEAT', 'KID FRIENDLY'];Potato Buns
1;com;5/18;BBQ Spiced Cheeseburger with Oven Fries & Creamy Garlic Slaw;30 - 40 minutes;easy;Calories 1180kcal, Fat 77.0g, Proteins 45.0g, Carbs 77.0g;Wheat, Milk, Sesame, Egg and Soy. May contain traces of other allergens. Packaged in a facility that packages gluten containing products.;['MEAT', 'KID FRIENDLY'];Ground Beef
2;com;5/18;BBQ Spiced Cheeseburger with Oven Fries & Creamy Garlic Slaw;30 - 40 minutes;easy;Calories 1180kcal, Fat 77.0g, Proteins 45.0g, Carbs 77.0g;Wheat, Milk, Sesame, Egg and Soy. May contain traces of other allergens. Packaged in a facility that packages gluten containing products.;['MEAT', 'KID FRIENDLY'];BBQ Spice Blend
3;com;5/18;BBQ Spiced Cheeseburger with Oven Fries & Creamy Garlic Slaw;30 - 40 minutes;easy;Calories 1180kcal, Fat 77.0g, Proteins 45.0g, Carbs 77.0g;Wheat, Milk, Sesame, Egg and Soy. May contain traces of other allergens. Packaged in a facility that packages gluten containing products.;['MEAT', 'KID FRIENDLY'];Sharp Cheddar
4;com;5/18;BBQ Spiced Cheeseburger with Oven Fries & Creamy Garlic Slaw;30 - 40 minutes;easy;Calories 1180kcal, Fat 77.0g, Proteins 45.0g, Carbs 77.0g;Wheat, Milk, Sesame, Egg and Soy. May contain traces of other allergens. Packaged in a facility that packages gluten containing products.;['MEAT', 'KID FRIENDLY'];Shredded Cabbage Blend
5;com;5/18;BBQ Spiced Cheeseburger with Oven Fries & Creamy Garlic Slaw;30 - 40 minutes;easy;Calories 1180kcal, Fat 77.0g, Proteins 45.0g, Carbs 77.0g;Wheat, Milk, Sesame, Egg and Soy. May contain traces of other allergens. Packaged in a facility that packages gluten containing products.;['MEAT', 'KID FRIENDLY'];Mayonnaise
6;com;5/18;BBQ Spiced Cheeseburger with Oven Fries & Creamy Garlic Slaw;30 - 40 minutes;easy;Calories 1180kcal, Fat 77.0g, Proteins 45.0g, Carbs 77.0g;Wheat, Milk, Sesame, Egg and Soy. May contain traces of other allergens. Packaged in a facility that packages gluten containing products.;['MEAT', 'KID FRIENDLY'];Garlic
7;com;5/18;BBQ Spiced Cheeseburger with Oven Fries & Creamy Garlic Slaw;30 - 40 minutes;easy;Calories 1180kcal, Fat 77.0g, Proteins 45.0g, Carbs 77.0g;Wheat, Milk, Sesame, Egg and Soy. May contain traces of other allergens. Packaged in a facility that packages gluten containing products.;['MEAT', 'KID FRIENDLY'];Red Onion
8;com;5/18;BBQ Spiced Cheeseburger with Oven Fries & Creamy Garlic Slaw;30 - 40 minutes;easy;Calories 1180kcal, Fat 77.0g, Proteins 45.0g, Carbs 77.0g;Wheat, Milk, Sesame, Egg and Soy. May contain traces of other allergens. Packaged in a facility that packages gluten containing products.;['MEAT', 'KID FRIENDLY'];Russet Potato
0;com;5/18;Pizza Margherita Gnocchi with Spinach & Two Cheeses;15 - 20 minutes;easy;Calories 890kcal, Fat 46.0g, Proteins 29.0g, Carbs 93.0g;Milk and Wheat. May contain traces of other allergens. Packaged in a facility that packages gluten containing products.;['VEGETARIAN', 'UNDER 30 MINUTES', 'KID FRIENDLY', 'ONE POT MEAL'];Baby Spinach
1;com;5/18;Pizza Margherita Gnocchi with Spinach & Two Cheeses;15 - 20 minutes;easy;Calories 890kcal, Fat 46.0g, Proteins 29.0g, Carbs 93.0g;Milk and Wheat. May contain traces of other allergens. Packaged in a facility that packages gluten containing products.;['VEGETARIAN', 'UNDER 30 MINUTES', 'KID FRIENDLY', 'ONE POT MEAL'];Pizza Spice Blend
2;com;5/18;Pizza Margherita Gnocchi with Spinach & Two Cheeses;15 - 20 minutes;easy;Calories 890kcal, Fat 46.0g, Proteins 29.0g, Carbs 93.0g;Milk and Wheat. May contain traces of other allergens. Packaged in a facility that packages gluten containing products.;['VEGETARIAN', 'UNDER 30 MINUTES', 'KID FRIENDLY', 'ONE POT MEAL'];Crushed Red Pepper
3;com;5/18;Pizza Margherita Gnocchi with Spinach & Two Cheeses;15 - 20 minutes;easy;Calories 890kcal, Fat 46.0g, Proteins 29.0g, Carbs 93.0g;Milk and Wheat. May contain traces of other allergens. Packaged in a facility that packages gluten containing products.;['VEGETARIAN', 'UNDER 30 MINUTES', 'KID FRIENDLY', 'ONE POT MEAL'];Parmesan Cheese
4;com;5/18;Pizza Margherita Gnocchi with Spinach & Two Cheeses;15 - 20 minutes;easy;Calories 890kcal, Fat 46.0g, Proteins 29.0g, Carbs 93.0g;Milk and Wheat. May contain traces of other allergens. Packaged in a facility that packages gluten containing products.;['VEGETARIAN', 'UNDER 30 MINUTES', 'KID FRIENDLY', 'ONE POT MEAL'];Mozzarella
5;com;5/18;Pizza Margherita Gnocchi with Spinach & Two Cheeses;15 - 20 minutes;easy;Calories 890kcal, Fat 46.0g, Proteins 29.0g, Carbs 93.0g;Milk and Wheat. May contain traces of other allergens. Packaged in a facility that packages gluten containing products.;['VEGETARIAN', 'UNDER 30 MINUTES', 'KID FRIENDLY', 'ONE POT MEAL'];Fresh Basil
6;com;5/18;Pizza Margherita Gnocchi with Spinach & Two Cheeses;15 - 20 minutes;easy;Calories 890kcal, Fat 46.0g, Proteins 29.0g, Carbs 93.0g;Milk and Wheat. May contain traces of other allergens. Packaged in a facility that packages gluten containing products.;['VEGETARIAN', 'UNDER 30 MINUTES', 'KID FRIENDLY', 'ONE POT MEAL'];Tomatoes
7;com;5/18;Pizza Margherita Gnocchi with Spinach & Two Cheeses;15 - 20 minutes;easy;Calories 890kcal, Fat 46.0g, Proteins 29.0g, Carbs 93.0g;Milk and Wheat. May contain traces of other allergens. Packaged in a facility that packages gluten containing products.;['VEGETARIAN', 'UNDER 30 MINUTES', 'KID FRIENDLY', 'ONE POT MEAL'];Garlic
8;com;5/18;Pizza Margherita Gnocchi with Spinach & Two Cheeses;15 - 20 minutes;easy;Calories 890kcal, Fat 46.0g, Proteins 29.0g, Carbs 93.0g;Milk and Wheat. May contain traces of other allergens. Packaged in a facility that packages gluten containing products.;['VEGETARIAN', 'UNDER 30 MINUTES', 'KID FRIENDLY', 'ONE POT MEAL'];Gnocchi
0;com;5/18;Salmon & Tomato Foil Packets with Charred Brocccoli & Chimichurri;20 - 30 minutes;easy;Calories 530kcal, Fat 24.0g, Proteins 36.0g, Carbs 41.0g;Fish and Wheat. May contain traces of other allergens. Packaged in a facility that packages gluten containing products.;['UNDER 30 MINUTES', 'FISH', 'LOW-CALORIE', 'DAIRY FREE', 'ONE POT MEAL', 'HEALTHY'];Chimichurri Sauce
1;com;5/18;Salmon & Tomato Foil Packets with Charred Brocccoli & Chimichurri;20 - 30 minutes;easy;Calories 530kcal, Fat 24.0g, Proteins 36.0g, Carbs 41.0g;Fish and Wheat. May contain traces of other allergens. Packaged in a facility that packages gluten containing products.;['UNDER 30 MINUTES', 'FISH', 'LOW-CALORIE', 'DAIRY FREE', 'ONE POT MEAL', 'HEALTHY'];Salmon Fillets
2;com;5/18;Salmon & Tomato Foil Packets with Charred Brocccoli & Chimichurri;20 - 30 minutes;easy;Calories 530kcal, Fat 24.0g, Proteins 36.0g, Carbs 41.0g;Fish and Wheat. May contain traces of other allergens. Packaged in a facility that packages gluten containing products.;['UNDER 30 MINUTES', 'FISH', 'LOW-CALORIE', 'DAIRY FREE', 'ONE POT MEAL', 'HEALTHY'];Mini French Roll
3;com;5/18;Salmon & Tomato Foil Packets with Charred Brocccoli & Chimichurri;20 - 30 minutes;easy;Calories 530kcal, Fat 24.0g, Proteins 36.0g, Carbs 41.0g;Fish and Wheat. May contain traces of other allergens. Packaged in a facility that packages gluten containing products.;['UNDER 30 MINUTES', 'FISH', 'LOW-CALORIE', 'DAIRY FREE', 'ONE POT MEAL', 'HEALTHY'];Scallions
4;com;5/18;Salmon & Tomato Foil Packets with Charred Brocccoli & Chimichurri;20 - 30 minutes;easy;Calories 530kcal, Fat 24.0g, Proteins 36.0g, Carbs 41.0g;Fish and Wheat. May contain traces of other allergens. Packaged in a facility that packages gluten containing products.;['UNDER 30 MINUTES', 'FISH', 'LOW-CALORIE', 'DAIRY FREE', 'ONE POT MEAL', 'HEALTHY'];Vine-Ripened Tomatoes
5;com;5/18;Salmon & Tomato Foil Packets with Charred Brocccoli & Chimichurri;20 - 30 minutes;easy;Calories 530kcal, Fat 24.0g, Proteins 36.0g, Carbs 41.0g;Fish and Wheat. May contain traces of other allergens. Packaged in a facility that packages gluten containing products.;['UNDER 30 MINUTES', 'FISH', 'LOW-CALORIE', 'DAIRY FREE', 'ONE POT MEAL', 'HEALTHY'];Broccoli Crowns
0;com;5/18;Orange-Ginger Shrimp Stir Fry with Charred Green Beans & Rice;20 - 30 minutes;easy;Calories 600kcal, Fat 16.0g, Proteins 29.0g, Carbs 84.0g;Soy, Shellfish and Wheat. May contain traces of other allergens. Packaged in a facility that packages gluten containing products.;['UNDER 30 MINUTES', 'SEAFOOD', 'LOW-CALORIE', 'KID FRIENDLY', 'DAIRY FREE', 'HEALTHY'];Tamari
